plan_type,country,month,play_count,unique_listeners
Family,Netherlands,2007-11,3629,3
Family,Netherlands,2007-12,2935,3
Family,Netherlands,2008-01,4649,4
Family,Netherlands,2008-02,3021,4
Family,Netherlands,2008-03,3750,3
Family,Netherlands,2008-04,2541,4
Family,Netherlands,2008-05,2655,3
Family,Netherlands,2008-06,3808,4
Family,Netherlands,2008-07,4017,4
Family,Netherlands,2008-08,5556,4
Family,Netherlands,2008-09,5271,4
Family,Netherlands,2008-10,3050,4
Family,Netherlands,2008-11,3057,4
Family,Netherlands,2008-12,6435,5
Family,Netherlands,2009-01,12919,4
Family,Netherlands,2009-02,7103,5
Family,Netherlands,2009-03,8451,5
Family,Netherlands,2009-04,7777,5
Family,Netherlands,2009-05,8984,5
Family,New Zealand,2007-12,185,1
Family,New Zealand,2008-01,831,1
Family,New Zealand,2008-02,617,1
Family,New Zealand,2008-03,769,1
Family,New Zealand,2008-04,305,1
Family,New Zealand,2008-05,360,1
Family,New Zealand,2008-06,317,1
Family,New Zealand,2008-08,900,1
Family,New Zealand,2008-09,1537,1
Family,New Zealand,2008-10,1341,1
Family,New Zealand,2008-11,1203,1
Family,New Zealand,2008-12,1635,1
Family,New Zealand,2009-01,2893,1
Family,New Zealand,2009-02,5041,1
Family,New Zealand,2009-03,6078,1
Family,New Zealand,2009-04,1344,1
Family,New Zealand,2009-05,493,1
Family,Northern Mariana Islands,2006-09,1390,1
Family,Northern Mariana Islands,2006-10,1386,1
Family,Northern Mariana Islands,2006-11,1322,1
Family,Northern Mariana Islands,2006-12,1140,1
Family,Northern Mariana Islands,2007-01,940,1
Family,Northern Mariana Islands,2007-02,1053,1
Family,Northern Mariana Islands,2007-03,698,1
Family,Northern Mariana Islands,2007-04,659,1
Family,Northern Mariana Islands,2007-05,727,1
Family,Northern Mariana Islands,2007-06,733,1
Family,Northern Mariana Islands,2007-07,418,1
Family,Northern Mariana Islands,2007-08,835,1
Family,Northern Mariana Islands,2007-09,865,1
Family,Northern Mariana Islands,2007-10,891,1
Family,Northern Mariana Islands,2007-11,942,1
Family,Northern Mariana Islands,2007-12,660,1
Family,Northern Mariana Islands,2008-01,1194,1
Family,Northern Mariana Islands,2008-02,900,1
Family,Northern Mariana Islands,2008-03,1018,1
Family,Northern Mariana Islands,2008-04,1046,1
Family,Northern Mariana Islands,2008-05,934,1
Family,Northern Mariana Islands,2008-06,795,1
Family,Northern Mariana Islands,2008-07,635,1
Family,Northern Mariana Islands,2008-08,664,1
Family,Northern Mariana Islands,2008-09,484,1
Family,Northern Mariana Islands,2008-10,974,1
Family,Northern Mariana Islands,2008-11,1020,1
Family,Northern Mariana Islands,2008-12,818,1
Family,Northern Mariana Islands,2009-01,1161,1
Family,Northern Mariana Islands,2009-02,564,1
Family,Northern Mariana Islands,2009-03,871,1
Family,Northern Mariana Islands,2009-04,1234,1
Family,Northern Mariana Islands,2009-05,1374,1
Family,Norway,2005-02,1284,1
Family,Norway,2005-03,1205,1
Family,Norway,2005-04,3795,3
Family,Norway,2005-05,3555,3
Family,Norway,2005-06,5612,3
Family,Norway,2005-07,2092,3
Family,Norway,2005-08,2755,4
Family,Norway,2005-09,2976,4
Family,Norway,2005-10,2418,3
Family,Norway,2005-11,4789,4
Family,Norway,2005-12,7105,6
Family,Norway,2006-01,7530,6
Family,Norway,2006-02,5035,6
Family,Norway,2006-03,6491,7
Family,Norway,2006-04,5198,7
Family,Norway,2006-05,5429,6
Family,Norway,2006-06,4009,6
Family,Norway,2006-07,3046,6
Family,Norway,2006-08,2919,6
Family,Norway,2006-09,5426,6
Family,Norway,2006-10,5329,6
Family,Norway,2006-11,4568,6
Family,Norway,2006-12,5301,6
Family,Norway,2007-01,5031,6
Family,Norway,2007-02,4397,6
Family,Norway,2007-03,4947,6
Family,Norway,2007-04,4335,5
Family,Norway,2007-05,3383,4
Family,Norway,2007-06,2928,5
Family,Norway,2007-07,2733,5
Family,Norway,2007-08,2888,5
Family,Norway,2007-09,3750,6
Family,Norway,2007-10,4377,6
Family,Norway,2007-11,5193,6
Family,Norway,2007-12,7453,6
Family,Norway,2008-01,3435,6
Family,Norway,2008-02,3899,4
Family,Norway,2008-03,2890,4
Family,Norway,2008-04,3282,5
Family,Norway,2008-05,2413,5
Family,Norway,2008-06,2084,4
Family,Norway,2008-07,1443,4
Family,Norway,2008-08,2038,4
Family,Norway,2008-09,1913,5
Family,Norway,2008-10,2212,5
Family,Norway,2008-11,1921,5
Family,Norway,2008-12,2539,5
Family,Norway,2009-01,5418,6
Family,Norway,2009-02,5463,6
Family,Norway,2009-03,5863,6
Family,Norway,2009-04,5739,6
Family,Norway,2009-05,4563,6
Family,Peru,2006-02,60,1
Family,Peru,2006-03,1805,1
Family,Peru,2006-04,2627,1
Family,Peru,2006-05,1673,1
Family,Peru,2006-06,1661,1
Family,Peru,2006-07,599,1
Family,Peru,2006-08,1262,1
Family,Peru,2006-09,1104,1
Family,Peru,2006-10,1149,1
Family,Peru,2006-11,884,1
Family,Peru,2006-12,1081,1
Family,Peru,2007-01,694,1
Family,Peru,2007-02,1061,1
Family,Peru,2007-03,1006,1
Family,Peru,2007-04,1177,1
Family,Peru,2007-05,956,1
Family,Peru,2007-06,540,1
Family,Peru,2007-07,1022,1
Family,Peru,2007-08,921,1
Family,Peru,2007-09,2343,1
Family,Peru,2007-10,1074,1
Family,Peru,2007-11,1288,1
Family,Peru,2007-12,891,1
Family,Peru,2008-01,990,1
Family,Peru,2008-02,788,1
Family,Peru,2008-03,1332,1
Family,Peru,2008-04,907,1
Family,Peru,2008-05,1347,1
Family,Peru,2008-06,824,2
Family,Peru,2008-07,900,1
Family,Peru,2008-08,642,1
Family,Peru,2008-09,3437,1
Family,Peru,2008-10,1128,1
Family,Peru,2008-11,975,1
Family,Peru,2008-12,1406,1
Family,Peru,2009-01,767,1
Family,Peru,2009-02,1818,2
Family,Peru,2009-03,8613,2
Family,Peru,2009-04,7178,2
Family,Peru,2009-05,6328,1
Family,Poland,2005-04,798,1
Family,Poland,2005-05,1021,1
Family,Poland,2005-06,1154,1
Family,Poland,2005-07,541,1
Family,Poland,2005-08,788,1
Family,Poland,2005-09,277,2
Family,Poland,2005-10,1332,2
Family,Poland,2005-11,1641,2
Family,Poland,2005-12,965,2
Family,Poland,2006-01,2458,3
Family,Poland,2006-02,3034,3
Family,Poland,2006-03,2540,3
Family,Poland,2006-04,1779,3
Family,Poland,2006-05,3419,3
Family,Poland,2006-06,3940,3
Family,Poland,2006-07,3892,4
Family,Poland,2006-08,5626,5
Family,Poland,2006-09,6281,5
Family,Poland,2006-10,7973,5
Family,Poland,2006-11,5938,5
Family,Poland,2006-12,7399,5
Family,Poland,2007-01,6384,5
Family,Poland,2007-02,5501,5
Family,Poland,2007-03,7084,5
Family,Poland,2007-04,5517,5
Family,Poland,2007-05,5284,6
Family,Poland,2007-06,6611,6
Family,Poland,2007-07,3054,6
Family,Poland,2007-08,11572,7
Family,Poland,2007-09,5968,7
Family,Poland,2007-10,8908,6
Family,Poland,2007-11,7449,6
Family,Poland,2007-12,6240,7
Family,Poland,2008-01,5170,6
Family,Poland,2008-02,4030,5
Family,Poland,2008-03,4975,6
Family,Poland,2008-04,8079,7
Family,Poland,2008-05,7638,7
Family,Poland,2008-06,5411,8
Family,Poland,2008-07,8408,8
Family,Poland,2008-08,6406,8
Family,Poland,2008-09,12844,8
Family,Poland,2008-10,9708,8
Family,Poland,2008-11,9771,7
Family,Poland,2008-12,13648,10
Family,Poland,2009-01,14803,9
Family,Poland,2009-02,11340,8
Family,Poland,2009-03,13035,8
Family,Poland,2009-04,12459,9
Family,Poland,2009-05,459,5
Family,Portugal,2007-08,2200,1
Family,Portugal,2007-09,2090,1
Family,Portugal,2007-10,2338,1
Family,Portugal,2007-11,1861,1
Family,Portugal,2007-12,923,1
Family,Portugal,2008-01,2521,1
Family,Portugal,2008-02,2326,1
Family,Portugal,2008-03,1833,1
Family,Portugal,2008-04,2857,2
Family,Portugal,2008-05,4053,2
Family,Portugal,2008-06,5815,2
Family,Portugal,2008-07,9990,3
Family,Portugal,2008-08,3059,3
Family,Portugal,2008-09,10603,3
Family,Portugal,2008-10,10696,3
Family,Portugal,2008-11,7814,3
Family,Portugal,2008-12,7082,3
Family,Portugal,2009-01,7382,3
Family,Portugal,2009-02,9913,3
Family,Portugal,2009-03,7831,3
Family,Portugal,2009-04,8011,3
Family,Portugal,2009-05,179,2
Family,Romania,2005-08,143,1
Family,Romania,2005-09,438,1
Family,Romania,2005-10,46,1
Family,Romania,2005-11,47,1
Family,Romania,2005-12,105,1
Family,Romania,2006-01,520,1
Family,Romania,2006-02,544,1
Family,Romania,2006-03,960,1
Family,Romania,2006-04,850,1
Family,Romania,2006-05,635,1
Family,Romania,2006-06,657,2
Family,Romania,2006-07,1238,2
Family,Romania,2006-08,1180,1
Family,Romania,2006-09,1565,2
Family,Romania,2006-10,2815,2
Family,Romania,2006-11,2104,2
Family,Romania,2006-12,1455,2
Family,Romania,2007-01,1971,2
Family,Romania,2007-02,1637,2
Family,Romania,2007-03,1984,2
Family,Romania,2007-04,2111,2
Family,Romania,2007-05,2300,2
Family,Romania,2007-06,1948,2
Family,Romania,2007-07,1421,2
Family,Romania,2007-08,1629,2
Family,Romania,2007-09,1984,2
Family,Romania,2007-10,2284,2
Family,Romania,2007-11,3288,2
Family,Romania,2007-12,2399,2
Family,Romania,2008-01,2849,2
Family,Romania,2008-02,3245,2
Family,Romania,2008-03,2571,2
Family,Romania,2008-04,2118,2
Family,Romania,2008-05,2326,2
Family,Romania,2008-06,1302,2
Family,Romania,2008-07,1390,2
Family,Romania,2008-08,1316,2
Family,Romania,2008-09,1361,2
Family,Romania,2008-10,718,1
Family,Romania,2008-11,1166,1
Family,Romania,2008-12,976,2
Family,Romania,2009-01,2489,2
Family,Romania,2009-02,767,2
Family,Romania,2009-03,1244,2
Family,Romania,2009-04,778,2
Family,Russian Federation,2006-03,198,1
Family,Russian Federation,2006-04,881,1
Family,Russian Federation,2006-05,1679,2
Family,Russian Federation,2006-06,1183,2
Family,Russian Federation,2006-07,1634,2
Family,Russian Federation,2006-08,2821,3
Family,Russian Federation,2006-09,3139,3
Family,Russian Federation,2006-10,4409,4
Family,Russian Federation,2006-11,4858,4
Family,Russian Federation,2006-12,11129,5
Family,Russian Federation,2007-01,12029,6
Family,Russian Federation,2007-02,7418,6
Family,Russian Federation,2007-03,14648,7
Family,Russian Federation,2007-04,15592,7
Family,Russian Federation,2007-05,14706,7
Family,Russian Federation,2007-06,6144,6
Family,Russian Federation,2007-07,4664,5
Family,Russian Federation,2007-08,4202,5
Family,Russian Federation,2007-09,8681,6
Family,Russian Federation,2007-10,9225,6
Family,Russian Federation,2007-11,7142,6
Family,Russian Federation,2007-12,8482,6
Family,Russian Federation,2008-01,6338,6
Family,Russian Federation,2008-02,3957,6
Family,Russian Federation,2008-03,5117,6
Family,Russian Federation,2008-04,5780,6
Family,Russian Federation,2008-05,5739,5
Family,Russian Federation,2008-06,4474,5
Family,Russian Federation,2008-07,4067,5
Family,Russian Federation,2008-08,4007,6
Family,Russian Federation,2008-09,2887,5
Family,Russian Federation,2008-10,4936,5
Family,Russian Federation,2008-11,4101,5
Family,Russian Federation,2008-12,4390,6
Family,Russian Federation,2009-01,6296,5
Family,Russian Federation,2009-02,6683,4
Family,Russian Federation,2009-03,6613,6
Family,Russian Federation,2009-04,7170,6
Family,Russian Federation,2009-05,3005,4
Family,Slovakia,2006-01,51,1
Family,Slovakia,2006-03,165,1
Family,Slovakia,2006-04,531,1
Family,Slovakia,2006-05,363,1
Family,Slovakia,2006-06,189,1
Family,Slovakia,2006-07,982,2
Family,Slovakia,2006-08,1113,2
Family,Slovakia,2006-09,757,2
Family,Slovakia,2006-10,324,1
Family,Slovakia,2006-11,666,2
Family,Slovakia,2006-12,843,2
Family,Slovakia,2007-01,1355,2
Family,Slovakia,2007-02,1139,2
Family,Slovakia,2007-03,593,2
Family,Slovakia,2007-04,771,2
Family,Slovakia,2007-05,911,2
Family,Slovakia,2007-06,916,2
Family,Slovakia,2007-07,1082,2
Family,Slovakia,2007-08,1057,2
Family,Slovakia,2007-09,684,2
Family,Slovakia,2007-10,1111,2
Family,Slovakia,2007-11,1369,2
Family,Slovakia,2007-12,1203,2
Family,Slovakia,2008-01,1254,2
Family,Slovakia,2008-02,1907,2
Family,Slovakia,2008-03,1618,2
Family,Slovakia,2008-04,1908,2
Family,Slovakia,2008-05,3398,2
Family,Slovakia,2008-06,2722,2
Family,Slovakia,2008-07,995,2
Family,Slovakia,2008-08,1367,2
Family,Slovakia,2008-09,2196,2
Family,Slovakia,2008-10,1612,2
Family,Slovakia,2008-11,1568,2
Family,Slovakia,2008-12,4977,3
Family,Slovakia,2009-01,14220,3
Family,Slovakia,2009-02,13103,3
Family,Slovakia,2009-03,8787,3
Family,Slovakia,2009-04,3352,3
Family,Slovakia,2009-05,150,1
Family,Spain,2005-09,88,1
Family,Spain,2005-10,1647,1
Family,Spain,2005-11,1201,2
Family,Spain,2005-12,1905,2
Family,Spain,2006-01,1545,2
Family,Spain,2006-02,729,2
Family,Spain,2006-03,767,2
Family,Spain,2006-04,281,2
Family,Spain,2006-05,366,2
Family,Spain,2006-06,80,2
Family,Spain,2006-07,734,2
Family,Spain,2006-08,1035,2
Family,Spain,2006-09,1055,2
Family,Spain,2006-10,1635,2
Family,Spain,2006-11,3475,3
Family,Spain,2006-12,3773,3
Family,Spain,2007-01,3630,3
Family,Spain,2007-02,2919,3
Family,Spain,2007-03,2488,3
Family,Spain,2007-04,1742,3
Family,Spain,2007-05,3054,3
Family,Spain,2007-06,2295,3
Family,Spain,2007-07,2273,3
Family,Spain,2007-08,3278,3
Family,Spain,2007-09,2932,3
Family,Spain,2007-10,2036,3
Family,Spain,2007-11,2344,3
Family,Spain,2007-12,1250,3
Family,Spain,2008-01,1604,3
Family,Spain,2008-02,934,3
Family,Spain,2008-03,1048,3
Family,Spain,2008-04,1247,3
Family,Spain,2008-05,1981,3
Family,Spain,2008-06,2423,3
Family,Spain,2008-07,1144,3
Family,Spain,2008-08,1684,3
Family,Spain,2008-09,963,3
Family,Spain,2008-10,889,3
Family,Spain,2008-11,1867,3
Family,Spain,2008-12,2915,3
Family,Spain,2009-01,2831,3
Family,Spain,2009-02,3426,3
Family,Spain,2009-03,3148,3
Family,Spain,2009-04,3741,3
Family,Spain,2009-05,2032,3
Family,Sweden,2005-04,741,1
Family,Sweden,2005-05,1370,1
Family,Sweden,2005-06,1080,1
Family,Sweden,2005-07,488,1
Family,Sweden,2005-08,223,1
Family,Sweden,2005-09,1045,1
Family,Sweden,2005-10,829,1
Family,Sweden,2005-11,1041,2
Family,Sweden,2005-12,2470,3
Family,Sweden,2006-01,3074,4
Family,Sweden,2006-02,6519,3
Family,Sweden,2006-03,7629,3
Family,Sweden,2006-04,5987,4
Family,Sweden,2006-05,7186,4
Family,Sweden,2006-06,5223,4
Family,Sweden,2006-07,5954,4
Family,Sweden,2006-08,8874,4
Family,Sweden,2006-09,6418,4
Family,Sweden,2006-10,9072,4
Family,Sweden,2006-11,7387,3
Family,Sweden,2006-12,5132,4
Family,Sweden,2007-01,4669,4
Family,Sweden,2007-02,2861,4
Family,Sweden,2007-03,4517,4
Family,Sweden,2007-04,4141,4
Family,Sweden,2007-05,4102,4
Family,Sweden,2007-06,2897,4
Family,Sweden,2007-07,2202,4
Family,Sweden,2007-08,1641,3
Family,Sweden,2007-09,836,3
Family,Sweden,2007-10,1402,3
Family,Sweden,2007-11,1397,3
Family,Sweden,2007-12,1530,4
Family,Sweden,2008-01,2236,4
Family,Sweden,2008-02,1564,4
Family,Sweden,2008-03,3077,4
Family,Sweden,2008-04,2064,4
Family,Sweden,2008-05,1522,4
Family,Sweden,2008-06,2152,4
Family,Sweden,2008-07,1337,3
Family,Sweden,2008-08,1087,3
Family,Sweden,2008-09,1288,3
Family,Sweden,2008-10,1785,3
Family,Sweden,2008-11,1674,2
Family,Sweden,2008-12,942,2
Family,Sweden,2009-01,459,2
Family,Sweden,2009-02,512,1
Family,Sweden,2009-03,411,1
Family,Sweden,2009-04,473,4
Family,Sweden,2009-05,68,1
Family,Switzerland,2005-02,22,1
Family,Switzerland,2005-03,67,1
Family,Switzerland,2005-05,1,1
Family,Switzerland,2006-10,1,1
Family,Switzerland,2007-02,1205,1
Family,Switzerland,2007-03,190,1
Family,Switzerland,2007-04,232,1
Family,Switzerland,2007-05,755,1
Family,Switzerland,2007-06,1600,1
Family,Switzerland,2007-07,2605,1
Family,Switzerland,2007-08,4347,1
Family,Switzerland,2007-09,2569,1
Family,Switzerland,2007-10,4117,1
Family,Switzerland,2007-11,2010,1
Family,Switzerland,2007-12,3304,1
Family,Switzerland,2008-01,370,1
Family,Switzerland,2008-02,141,1
Family,Switzerland,2008-03,503,1
Family,Switzerland,2008-04,287,1
Family,Switzerland,2008-05,595,1
Family,Switzerland,2008-06,358,1
Family,Switzerland,2008-07,667,1
Family,Switzerland,2008-08,582,1
Family,Switzerland,2008-09,855,1
Family,Switzerland,2008-10,349,1
Family,Switzerland,2008-11,282,1
Family,Switzerland,2008-12,335,1
Family,Switzerland,2009-01,311,1
Family,Switzerland,2009-02,129,1
Family,Switzerland,2009-03,216,1
Family,Switzerland,2009-04,496,1
Family,Switzerland,2009-05,68,1
Family,Trinidad and Tobago,2005-12,1319,1
Family,Trinidad and Tobago,2006-01,1472,1
Family,Trinidad and Tobago,2006-02,874,1
Family,Trinidad and Tobago,2006-03,1550,1
Family,Trinidad and Tobago,2006-04,1525,1
Family,Trinidad and Tobago,2006-05,1368,1
Family,Trinidad and Tobago,2006-06,1126,1
Family,Trinidad and Tobago,2006-07,801,1
Family,Trinidad and Tobago,2006-08,527,1
Family,Trinidad and Tobago,2006-09,9,1
Family,Trinidad and Tobago,2006-10,83,1
Family,Trinidad and Tobago,2006-11,18,1
Family,Trinidad and Tobago,2006-12,125,1
Family,Trinidad and Tobago,2007-01,134,1
Family,Trinidad and Tobago,2007-02,979,1
Family,Trinidad and Tobago,2007-03,1204,1
Family,Trinidad and Tobago,2007-04,1807,1
Family,Trinidad and Tobago,2007-05,1865,1
Family,Trinidad and Tobago,2007-06,1301,1
Family,Trinidad and Tobago,2007-07,1237,1
Family,Trinidad and Tobago,2007-08,851,1
Family,Trinidad and Tobago,2007-09,313,1
Family,Trinidad and Tobago,2007-10,151,1
Family,Trinidad and Tobago,2007-11,280,1
Family,Trinidad and Tobago,2007-12,853,1
Family,Trinidad and Tobago,2008-01,464,1
Family,Trinidad and Tobago,2008-02,487,1
Family,Trinidad and Tobago,2008-03,44,1
Family,Trinidad and Tobago,2008-04,50,1
Family,Trinidad and Tobago,2008-05,372,1
Family,Trinidad and Tobago,2008-06,374,1
Family,Trinidad and Tobago,2008-07,509,1
Family,Trinidad and Tobago,2008-08,231,1
Family,Trinidad and Tobago,2008-10,1194,1
Family,Trinidad and Tobago,2008-11,1793,1
Family,Trinidad and Tobago,2008-12,1584,1
Family,Trinidad and Tobago,2009-01,977,1
Family,Trinidad and Tobago,2009-02,1348,1
Family,Trinidad and Tobago,2009-03,2846,1
Family,Trinidad and Tobago,2009-04,1479,1
Family,Trinidad and Tobago,2009-05,39,1
Family,Turkey,2005-02,978,2
Family,Turkey,2005-03,2202,2
Family,Turkey,2005-04,1695,2
Family,Turkey,2005-05,1087,2
Family,Turkey,2005-06,1291,2
Family,Turkey,2005-07,3608,3
Family,Turkey,2005-08,3015,3
Family,Turkey,2005-09,5798,3
Family,Turkey,2005-10,3571,2
Family,Turkey,2005-11,2521,4
Family,Turkey,2005-12,4977,5
Family,Turkey,2006-01,7200,7
Family,Turkey,2006-02,7685,8
Family,Turkey,2006-03,10932,7
Family,Turkey,2006-04,9501,8
Family,Turkey,2006-05,9876,7
Family,Turkey,2006-06,9426,8
Family,Turkey,2006-07,9252,8
Family,Turkey,2006-08,9228,8
Family,Turkey,2006-09,6121,7
Family,Turkey,2006-10,6369,7
Family,Turkey,2006-11,5137,7
Family,Turkey,2006-12,7470,8
Family,Turkey,2007-01,6780,8
Family,Turkey,2007-02,7406,8
Family,Turkey,2007-03,6109,7
Family,Turkey,2007-04,6471,8
Family,Turkey,2007-05,7869,8
Family,Turkey,2007-06,5226,7
Family,Turkey,2007-07,5956,7
Family,Turkey,2007-08,7065,7
Family,Turkey,2007-09,4118,6
Family,Turkey,2007-10,3488,7
Family,Turkey,2007-11,7847,8
Family,Turkey,2007-12,10188,8
Family,Turkey,2008-01,8110,9
Family,Turkey,2008-02,7805,9
Family,Turkey,2008-03,9779,8
Family,Turkey,2008-04,7980,10
Family,Turkey,2008-05,9619,9
Family,Turkey,2008-06,7916,7
Family,Turkey,2008-07,6150,8
Family,Turkey,2008-08,6704,7
Family,Turkey,2008-09,6679,7
Family,Turkey,2008-10,5368,8
Family,Turkey,2008-11,5637,8
Family,Turkey,2008-12,6608,8
Family,Turkey,2009-01,4527,8
Family,Turkey,2009-02,3999,8
Family,Turkey,2009-03,5378,8
Family,Turkey,2009-04,3800,8
Family,Turkey,2009-05,2959,7
Family,United Kingdom,2005-02,2991,6
Family,United Kingdom,2005-03,4381,6
Family,United Kingdom,2005-04,5060,6
Family,United Kingdom,2005-05,4038,6
Family,United Kingdom,2005-06,5227,6
Family,United Kingdom,2005-07,5865,7
Family,United Kingdom,2005-08,4305,8
Family,United Kingdom,2005-09,7808,12
Family,United Kingdom,2005-10,14026,14
Family,United Kingdom,2005-11,16759,14
Family,United Kingdom,2005-12,18464,14
Family,United Kingdom,2006-01,16101,15
Family,United Kingdom,2006-02,17324,17
Family,United Kingdom,2006-03,21658,20
Family,United Kingdom,2006-04,22480,21
Family,United Kingdom,2006-05,25070,21
Family,United Kingdom,2006-06,23599,21
Family,United Kingdom,2006-07,23454,21
Family,United Kingdom,2006-08,21457,23
Family,United Kingdom,2006-09,19552,22
Family,United Kingdom,2006-10,19112,24
Family,United Kingdom,2006-11,19648,24
Family,United Kingdom,2006-12,20621,24
Family,United Kingdom,2007-01,18384,22
Family,United Kingdom,2007-02,17450,23
Family,United Kingdom,2007-03,18614,23
Family,United Kingdom,2007-04,16160,23
Family,United Kingdom,2007-05,17969,23
Family,United Kingdom,2007-06,11404,20
Family,United Kingdom,2007-07,13923,19
Family,United Kingdom,2007-08,12519,23
Family,United Kingdom,2007-09,15416,22
Family,United Kingdom,2007-10,15950,20
Family,United Kingdom,2007-11,20778,20
Family,United Kingdom,2007-12,18282,20
Family,United Kingdom,2008-01,14673,22
Family,United Kingdom,2008-02,12424,21
Family,United Kingdom,2008-03,14594,22
Family,United Kingdom,2008-04,12032,20
Family,United Kingdom,2008-05,15976,24
Family,United Kingdom,2008-06,22394,25
Family,United Kingdom,2008-07,22129,24
Family,United Kingdom,2008-08,23231,25
Family,United Kingdom,2008-09,21169,25
Family,United Kingdom,2008-10,21100,23
Family,United Kingdom,2008-11,18364,24
Family,United Kingdom,2008-12,16035,24
Family,United Kingdom,2009-01,18995,23
Family,United Kingdom,2009-02,19326,24
Family,United Kingdom,2009-03,22374,23
Family,United Kingdom,2009-04,16937,24
Family,United Kingdom,2009-05,4608,7
Family,United States,2005-02,2180,4
Family,United States,2005-03,4620,5
Family,United States,2005-04,7317,5
Family,United States,2005-05,5722,6
Family,United States,2005-06,6967,7
Family,United States,2005-07,7527,9
Family,United States,2005-08,11326,9
Family,United States,2005-09,10730,9
Family,United States,2005-10,12550,10
Family,United States,2005-11,13632,11
Family,United States,2005-12,15426,15
Family,United States,2006-01,21384,15
Family,United States,2006-02,21467,19
Family,United States,2006-03,24970,23
Family,United States,2006-04,29037,24
Family,United States,2006-05,29453,24
Family,United States,2006-06,23713,25
Family,United States,2006-07,24266,25
Family,United States,2006-08,32455,27
Family,United States,2006-09,28651,26
Family,United States,2006-10,27648,27
Family,United States,2006-11,24336,28
Family,United States,2006-12,23219,27
Family,United States,2007-01,27864,27
Family,United States,2007-02,23784,25
Family,United States,2007-03,22844,24
Family,United States,2007-04,24781,26
Family,United States,2007-05,33492,27
Family,United States,2007-06,25139,28
Family,United States,2007-07,30695,29
Family,United States,2007-08,36845,29
Family,United States,2007-09,32015,30
Family,United States,2007-10,30385,28
Family,United States,2007-11,35142,29
Family,United States,2007-12,31233,30
Family,United States,2008-01,30796,30
Family,United States,2008-02,30633,30
Family,United States,2008-03,33285,30
Family,United States,2008-04,26261,32
Family,United States,2008-05,31252,32
Family,United States,2008-06,31379,33
Family,United States,2008-07,33860,33
Family,United States,2008-08,31413,31
Family,United States,2008-09,28097,33
Family,United States,2008-10,27940,33
Family,United States,2008-11,26866,34
Family,United States,2008-12,26268,32
Family,United States,2009-01,27523,32
Family,United States,2009-02,26021,32
Family,United States,2009-03,27104,32
Family,United States,2009-04,30995,33
Family,United States,2009-05,3919,16
Family,United States Minor Outlying Islands,2007-07,1669,1
Family,United States Minor Outlying Islands,2007-08,1684,1
Family,United States Minor Outlying Islands,2007-09,1663,1
Family,United States Minor Outlying Islands,2007-10,1257,1
Family,United States Minor Outlying Islands,2007-11,1229,1
Family,United States Minor Outlying Islands,2007-12,1307,1
Family,United States Minor Outlying Islands,2008-01,1054,1
Family,United States Minor Outlying Islands,2008-02,644,1
Family,United States Minor Outlying Islands,2008-03,1202,1
Family,United States Minor Outlying Islands,2008-04,1306,1
Family,United States Minor Outlying Islands,2008-05,2226,1
Family,United States Minor Outlying Islands,2008-06,2167,1
Family,United States Minor Outlying Islands,2008-07,2247,1
Family,United States Minor Outlying Islands,2008-08,1344,1
Family,United States Minor Outlying Islands,2008-09,1866,1
Family,United States Minor Outlying Islands,2008-10,2140,1
Family,United States Minor Outlying Islands,2008-11,2209,1
Family,United States Minor Outlying Islands,2008-12,2170,1
Family,United States Minor Outlying Islands,2009-01,2203,1
Family,United States Minor Outlying Islands,2009-02,1834,1
Family,United States Minor Outlying Islands,2009-03,1781,1
Family,United States Minor Outlying Islands,2009-04,1403,1
Family,United States Minor Outlying Islands,2009-05,107,1
Family,Venezuela,2005-12,673,1
Family,Venezuela,2006-01,623,1
Family,Venezuela,2006-07,120,1
Family,Venezuela,2006-08,1504,1
Family,Venezuela,2006-09,1137,1
Family,Venezuela,2006-10,1171,1
Family,Venezuela,2006-11,405,1
Family,Venezuela,2006-12,1328,1
Family,Venezuela,2007-01,1328,1
Family,Venezuela,2007-02,1617,1
Family,Venezuela,2007-03,213,1
Family,Venezuela,2007-04,575,1
Family,Venezuela,2007-05,2051,1
Family,Venezuela,2007-06,507,1
Family,Venezuela,2007-07,464,1
Family,Venezuela,2007-08,974,1
Family,Venezuela,2007-09,1186,1
Family,Venezuela,2007-10,1271,1
Family,Venezuela,2007-11,1015,1
Family,Venezuela,2007-12,858,1
Family,Venezuela,2008-01,860,1
Family,Venezuela,2008-02,784,1
Family,Venezuela,2008-03,932,1
Family,Venezuela,2008-04,490,1
Family,Venezuela,2008-05,774,1
Family,Venezuela,2008-06,658,1
Family,Venezuela,2008-07,1333,1
Family,Venezuela,2008-08,625,1
Family,Venezuela,2008-09,483,1
Family,Venezuela,2008-10,629,1
Family,Venezuela,2008-11,839,1
Family,Venezuela,2008-12,547,1
Family,Venezuela,2009-01,1025,1
Family,Venezuela,2009-02,781,1
Family,Venezuela,2009-03,773,1
Family,Venezuela,2009-04,606,1
Family,Venezuela,2009-05,633,1
Free,Argentina,2006-06,856,2
Free,Argentina,2006-07,825,2
Free,Argentina,2006-08,255,2
Free,Argentina,2006-09,237,1
Free,Argentina,2007-05,30,1
Free,Argentina,2007-06,144,1
Free,Argentina,2007-07,122,1
Free,Argentina,2007-08,63,1
Free,Argentina,2007-09,1,1
Free,Argentina,2007-10,7,1
Free,Argentina,2007-12,50,1
Free,Argentina,2008-01,24,1
